,month,market_cap,mkt,smb,vmg,alpha,beta_mkt,beta_smb,beta_vmg,r_squared,r_squared_adj,t_alpha
38,2010-03,"[0.147567051772489, 0.011473087351404, 0.0130618013999709, -0.0130435474169337, 0.0025722033071918, 0.0050904187874673, 0.0004709675431467, 0.0100688587637342, 0.0178478759082532, 0.0064393582429582]","[0.1535162491060753, 0.1734004019946289, -0.2043870795293113, 0.0511542107709733, 0.0863372822809532, 0.0816023651919649, 0.0297446311441074, -0.0798570762712709, 0.0236506194575866, 0.0200733038265801]","[-0.0380053551365634, -0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313, 0.0443032683081705, 0.0241911500617126]","[0.0516487507436096, -0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261, -0.0196365484249612, 0.0109056441671542]",0.025538246281332146,0.13494707701373304,-0.2996936315583595,0.4460563009397281,0.39638508461998,0.09457762692997007,1.2997051302734495
39,2010-04,"[0.011473087351404, 0.0130618013999709, -0.0130435474169337, 0.0025722033071918, 0.0050904187874673, 0.0004709675431467, 0.0100688587637342, 0.0178478759082532, 0.0064393582429582, -0.0155998777297986]","[0.1734004019946289, -0.2043870795293113, 0.0511542107709733, 0.0863372822809532, 0.0816023651919649, 0.0297446311441074, -0.0798570762712709, 0.0236506194575866, 0.0200733038265801, -0.0703145864930702]","[-0.0718742578273867, 0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313, 0.0443032683081705, 0.0241911500617126, -0.0073610090685332]","[-0.1421515283955506, 0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261, -0.0196365484249612, 0.0109056441671542, -0.0203300849198383]",-0.002311708944813122,-0.008036430808880349,0.16798240153839095,-0.14945570247929368,0.4226196923630773,0.13392953854461598,-0.5219448414577639
40,2010-05,"[0.0130618013999709, -0.0130435474169337, 0.0025722033071918, 0.0050904187874673, 0.0004709675431467, 0.0100688587637342, 0.0178478759082532, 0.0064393582429582, -0.0155998777297986, -0.0207016287797245]","[-0.2043870795293113, 0.0511542107709733, 0.0863372822809532, 0.0816023651919649, 0.0297446311441074, -0.0798570762712709, 0.0236506194575866, 0.0200733038265801, -0.0703145864930702, -0.0827524484614739]","[0.0700290498307535, -0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313, 0.0443032683081705, 0.0241911500617126, -0.0073610090685332, 0.0027093223950597]","[0.036753210653119, 0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261, -0.0196365484249612, 0.0109056441671542, -0.0203300849198383, -0.0239484786921718]",-0.009864878060225351,0.03197755145492726,0.38171554519913575,0.1322273937388714,0.7466154813820495,0.6199232220730742,-2.710536352280625
41,2010-06,"[-0.0130435474169337, 0.0025722033071918, 0.0050904187874673, 0.0004709675431467, 0.0100688587637342, 0.0178478759082532, 0.0064393582429582, -0.0155998777297986, -0.0207016287797245, -0.0051923558975502]","[0.0511542107709733, 0.0863372822809532, 0.0816023651919649, 0.0297446311441074, -0.0798570762712709, 0.0236506194575866, 0.0200733038265801, -0.0703145864930702, -0.0827524484614739, -0.0685336903530347]","[-0.0061307359685849, 0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313, 0.0443032683081705, 0.0241911500617126, -0.0073610090685332, 0.0027093223950597, -0.0342110050283048]","[0.0341727029645552, -0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261, -0.0196365484249612, 0.0109056441671542, -0.0203300849198383, -0.0239484786921718, 0.0056903817284994]",-0.006484612826551061,-0.0029555058451352784,0.33534292235881125,0.1809856535898272,0.5713608562654413,0.35704128439816196,-1.7002465726815672
42,2010-07,"[0.0025722033071918, 0.0050904187874673, 0.0004709675431467, 0.0100688587637342, 0.0178478759082532, 0.0064393582429582, -0.0155998777297986, -0.0207016287797245, -0.0051923558975502, 0.0237346356025242]","[0.0863372822809532, 0.0816023651919649, 0.0297446311441074, -0.0798570762712709, 0.0236506194575866, 0.0200733038265801, -0.0703145864930702, -0.0827524484614739, -0.0685336903530347, 0.1197637849548768]","[0.0410123606431124, 0.0652918254509563, 0.0047145019755575, 0.0632007918802313, 0.0443032683081705, 0.0241911500617126, -0.0073610090685332, 0.0027093223950597, -0.0342110050283048, 0.0439725631858542]","[-0.0118360056090305, -0.0433368812068614, 0.0127490473053749, -0.0191984097925261, -0.0196365484249612, 0.0109056441671542, -0.0203300849198383, -0.0239484786921718, 0.0056903817284994, 0.0021789308005409]",-0.0019481184633354512,0.03280506238380621,0.3448638724922238,0.40475626496042555,0.7592543365935573,0.638881504890336,-0.5531550795435937
43,2010-08,"[0.0050904187874673, 0.0004709675431467, 0.0100688587637342, 0.0178478759082532, 0.0064393582429582, -0.0155998777297986, -0.0207016287797245, -0.0051923558975502, 0.0237346356025242, 0.0067935191960872]","[0.0816023651919649, 0.0297446311441074, -0.0798570762712709, 0.0236506194575866, 0.0200733038265801, -0.0703145864930702, -0.0827524484614739, -0.0685336903530347, 0.1197637849548768, 0.0297790746179019]","[0.0652918254509563, 0.0047145019755575, 0.0632007918802313, 0.0443032683081705, 0.0241911500617126, -0.0073610090685332, 0.0027093223950597, -0.0342110050283048, 0.0439725631858542, 0.0581958870545581]","[-0.0433368812068614, 0.0127490473053749, -0.0191984097925261, -0.0196365484249612, 0.0109056441671542, -0.0203300849198383, -0.0239484786921718, 0.0056903817284994, 0.0021789308005409, -0.0593250775332789]",-0.0010450256847845314,0.060876252457682384,0.3153521484758664,0.28758697689830914,0.7792512965346529,0.6688769448019793,-0.29902910136049393
44,2010-09,"[0.0004709675431467, 0.0100688587637342, 0.0178478759082532, 0.0064393582429582, -0.0155998777297986, -0.0207016287797245, -0.0051923558975502, 0.0237346356025242, 0.0067935191960872, -0.0174846663042804]","[0.0297446311441074, -0.0798570762712709, 0.0236506194575866, 0.0200733038265801, -0.0703145864930702, -0.0827524484614739, -0.0685336903530347, 0.1197637849548768, 0.0297790746179019, 0.0159522342298555]","[0.0047145019755575, 0.0632007918802313, 0.0443032683081705, 0.0241911500617126, -0.0073610090685332, 0.0027093223950597, -0.0342110050283048, 0.0439725631858542, 0.0581958870545581, -0.0453973921733548]","[0.0127490473053749, -0.0191984097925261, -0.0196365484249612, 0.0109056441671542, -0.0203300849198383, -0.0239484786921718, 0.0056903817284994, 0.0021789308005409, -0.0593250775332789, -0.0776514235405572]",-7.922723992503803e-06,0.10142866524945335,0.2450461925363352,0.13268798587735314,0.8410061995611987,0.761509299341798,-0.002550748946209611
45,2010-10,"[0.0100688587637342, 0.0178478759082532, 0.0064393582429582, -0.0155998777297986, -0.0207016287797245, -0.0051923558975502, 0.0237346356025242, 0.0067935191960872, -0.0174846663042804, 0.0082840735691597]","[-0.0798570762712709, 0.0236506194575866, 0.0200733038265801, -0.0703145864930702, -0.0827524484614739, -0.0685336903530347, 0.1197637849548768, 0.0297790746179019, 0.0159522342298555, 0.1392805844417868]","[0.0632007918802313, 0.0443032683081705, 0.0241911500617126, -0.0073610090685332, 0.0027093223950597, -0.0342110050283048, 0.0439725631858542, 0.0581958870545581, -0.0453973921733548, -0.0650114479221949]","[-0.0191984097925261, -0.0196365484249612, 0.0109056441671542, -0.0203300849198383, -0.0239484786921718, 0.0056903817284994, 0.0021789308005409, -0.0593250775332789, -0.0776514235405572, -0.0267261556918008]",0.003076685228432067,0.13223570040317636,0.19299208404204288,0.17156229896421332,0.8441679577817437,0.7662519366726155,0.9581085998578721
46,2010-11,"[0.0178478759082532, 0.0064393582429582, -0.0155998777297986, -0.0207016287797245, -0.0051923558975502, 0.0237346356025242, 0.0067935191960872, -0.0174846663042804, 0.0082840735691597, 0.003251230440426]","[0.0236506194575866, 0.0200733038265801, -0.0703145864930702, -0.0827524484614739, -0.0685336903530347, 0.1197637849548768, 0.0297790746179019, 0.0159522342298555, 0.1392805844417868, -0.0294693687756672]","[0.0443032683081705, 0.0241911500617126, -0.0073610090685332, 0.0027093223950597, -0.0342110050283048, 0.0439725631858542, 0.0581958870545581, -0.0453973921733548, -0.0650114479221949, 0.017687618381935]","[-0.0196365484249612, 0.0109056441671542, -0.0203300849198383, -0.0239484786921718, 0.0056903817284994, 0.0021789308005409, -0.0593250775332789, -0.0776514235405572, -0.0267261556918008, -0.0673876037770557]",0.0017020259546615443,0.13924950999010127,0.17496843670714432,0.10879573153225822,0.8237857032368143,0.7356785548552215,0.49795246287677053
47,2010-12,"[0.0064393582429582, -0.0155998777297986, -0.0207016287797245, -0.0051923558975502, 0.0237346356025242, 0.0067935191960872, -0.0174846663042804, 0.0082840735691597, 0.003251230440426, 0.01431313535073]","[0.0200733038265801, -0.0703145864930702, -0.0827524484614739, -0.0685336903530347, 0.1197637849548768, 0.0297790746179019, 0.0159522342298555, 0.1392805844417868, -0.0294693687756672, -0.0012584666626494]","[0.0241911500617126, -0.0073610090685332, 0.0027093223950597, -0.0342110050283048, 0.0439725631858542, 0.0581958870545581, -0.0453973921733548, -0.0650114479221949, 0.017687618381935, -0.0394267807097702]","[0.0109056441671542, -0.0203300849198383, -0.0239484786921718, 0.0056903817284994, 0.0021789308005409, -0.0593250775332789, -0.0776514235405572, -0.0267261556918008, -0.0673876037770557, -0.0021032461633285]",0.0038719135252056817,0.1334273917673813,0.10614075987186633,0.15391985107152809,0.6926125996605783,0.5389188994908675,0.9274022963694041
48,2011-01,"[-0.0155998777297986, -0.0207016287797245, -0.0051923558975502, 0.0237346356025242, 0.0067935191960872, -0.0174846663042804, 0.0082840735691597, 0.003251230440426, 0.01431313535073, -0.0172399811503528]","[-0.0703145864930702, -0.0827524484614739, -0.0685336903530347, 0.1197637849548768, 0.0297790746179019, 0.0159522342298555, 0.1392805844417868, -0.0294693687756672, -0.0012584666626494, -0.0170471405665267]","[-0.0073610090685332, 0.0027093223950597, -0.0342110050283048, 0.0439725631858542, 0.0581958870545581, -0.0453973921733548, -0.0650114479221949, 0.017687618381935, -0.0394267807097702, -0.0533237323459878]","[-0.0203300849198383, -0.0239484786921718, 0.0056903817284994, 0.0021789308005409, -0.0593250775332789, -0.0776514235405572, -0.0267261556918008, -0.0673876037770557, -0.0021032461633285, 0.0285337499446909]",0.0016776498484840034,0.13996045292723217,0.14747198207848228,0.0977187094516545,0.6357324830482769,0.45359872457241535,0.3432128845498806
49,2011-02,"[-0.0207016287797245, -0.0051923558975502, 0.0237346356025242, 0.0067935191960872, -0.0174846663042804, 0.0082840735691597, 0.003251230440426, 0.01431313535073, -0.0172399811503528, -0.0071997225655667]","[-0.0827524484614739, -0.0685336903530347, 0.1197637849548768, 0.0297790746179019, 0.0159522342298555, 0.1392805844417868, -0.0294693687756672, -0.0012584666626494, -0.0170471405665267, 0.0512163024710609]","[0.0027093223950597, -0.0342110050283048, 0.0439725631858542, 0.0581958870545581, -0.0453973921733548, -0.0650114479221949, 0.017687618381935, -0.0394267807097702, -0.0533237323459878, 0.0435673719250358]","[-0.0239484786921718, 0.0056903817284994, 0.0021789308005409, -0.0593250775332789, -0.0776514235405572, -0.0267261556918008, -0.0673876037770557, -0.0021032461633285, 0.0285337499446909, -0.0600841358122654]",0.0012890605315351708,0.12316267519573597,0.11418655687692303,0.12650676037052694,0.514574649875053,0.27186197481257945,0.22991944436808517
50,2011-03,"[-0.0051923558975502, 0.0237346356025242, 0.0067935191960872, -0.0174846663042804, 0.0082840735691597, 0.003251230440426, 0.01431313535073, -0.0172399811503528, -0.0071997225655667, 0.0046761670533514]","[-0.0685336903530347, 0.1197637849548768, 0.0297790746179019, 0.0159522342298555, 0.1392805844417868, -0.0294693687756672, -0.0012584666626494, -0.0170471405665267, 0.0512163024710609, 0.0018762214013187]","[-0.0342110050283048, 0.0439725631858542, 0.0581958870545581, -0.0453973921733548, -0.0650114479221949, 0.017687618381935, -0.0394267807097702, -0.0533237323459878, 0.0435673719250358, -0.0060687513420522]","[0.0056903817284994, 0.0021789308005409, -0.0593250775332789, -0.0776514235405572, -0.0267261556918008, -0.0673876037770557, -0.0021032461633285, 0.0285337499446909, -0.0600841358122654, 0.0181549556270476]",0.003235754668151548,0.09527650503027246,0.12702168016049925,0.13100194454000336,0.4641375356046116,0.19620630340691736,0.6534914188103199
51,2011-04,"[0.0237346356025242, 0.0067935191960872, -0.0174846663042804, 0.0082840735691597, 0.003251230440426, 0.01431313535073, -0.0172399811503528, -0.0071997225655667, 0.0046761670533514, -0.0266421868136979]","[0.1197637849548768, 0.0297790746179019, 0.0159522342298555, 0.1392805844417868, -0.0294693687756672, -0.0012584666626494, -0.0170471405665267, 0.0512163024710609, 0.0018762214013187, -0.0094263276251946]","[0.0439725631858542, 0.0581958870545581, -0.0453973921733548, -0.0650114479221949, 0.017687618381935, -0.0394267807097702, -0.0533237323459878, 0.0435673719250358, -0.0060687513420522, -0.0127145112430134]","[0.0021789308005409, -0.0593250775332789, -0.0776514235405572, -0.0267261556918008, -0.0673876037770557, -0.0021032461633285, 0.0285337499446909, -0.0600841358122654, 0.0181549556270476, 0.0334105817870238]",-0.0038210643778754543,0.13694430204986158,0.10634292797640532,0.020164367681074616,0.34588483946769966,0.018827259201549484,-0.5987386553725423
52,2011-05,"[0.0067935191960872, -0.0174846663042804, 0.0082840735691597, 0.003251230440426, 0.01431313535073, -0.0172399811503528, -0.0071997225655667, 0.0046761670533514, -0.0266421868136979, -0.0060580436594973]","[0.0297790746179019, 0.0159522342298555, 0.1392805844417868, -0.0294693687756672, -0.0012584666626494, -0.0170471405665267, 0.0512163024710609, 0.0018762214013187, -0.0094263276251946, -0.0602184055881143]","[0.0581958870545581, -0.0453973921733548, -0.0650114479221949, 0.017687618381935, -0.0394267807097702, -0.0533237323459878, 0.0435673719250358, -0.0060687513420522, -0.0127145112430134, -0.0184300844014336]","[-0.0593250775332789, -0.0776514235405572, -0.0267261556918008, -0.0673876037770557, -0.0021032461633285, 0.0285337499446909, -0.0600841358122654, 0.0181549556270476, 0.0334105817870238, 0.0069885428530151]",-0.004498865674535625,0.07311586848676929,0.04962721462504222,-0.023566769981247793,0.12848541600478647,-0.30727187599282035,-0.7361174252345096
53,2011-06,"[-0.0174846663042804, 0.0082840735691597, 0.003251230440426, 0.01431313535073, -0.0172399811503528, -0.0071997225655667, 0.0046761670533514, -0.0266421868136979, -0.0060580436594973, -0.0082241575900703]","[0.0159522342298555, 0.1392805844417868, -0.0294693687756672, -0.0012584666626494, -0.0170471405665267, 0.0512163024710609, 0.0018762214013187, -0.0094263276251946, -0.0602184055881143, 0.0284122834177518]","[-0.0453973921733548, -0.0650114479221949, 0.017687618381935, -0.0394267807097702, -0.0533237323459878, 0.0435673719250358, -0.0060687513420522, -0.0127145112430134, -0.0184300844014336, 0.0029278084307844]","[-0.0776514235405572, -0.0267261556918008, -0.0673876037770557, -0.0021032461633285, 0.0285337499446909, -0.0600841358122654, 0.0181549556270476, 0.0334105817870238, 0.0069885428530151, -0.0137307011251831]",-0.006503373511711197,0.056768663575871306,-0.006310917319461717,-0.030039115656518005,0.08001948488668309,-0.37997077266997525,-1.048247067840578
54,2011-07,"[0.0082840735691597, 0.003251230440426, 0.01431313535073, -0.0172399811503528, -0.0071997225655667, 0.0046761670533514, -0.0266421868136979, -0.0060580436594973, -0.0082241575900703, 0.0116249468182363]","[0.1392805844417868, -0.0294693687756672, -0.0012584666626494, -0.0170471405665267, 0.0512163024710609, 0.0018762214013187, -0.0094263276251946, -0.0602184055881143, 0.0284122834177518, -0.0039976663460299]","[-0.0650114479221949, 0.017687618381935, -0.0394267807097702, -0.0533237323459878, 0.0435673719250358, -0.0060687513420522, -0.0127145112430134, -0.0184300844014336, 0.0029278084307844, 0.0385175825309732]","[-0.0267261556918008, -0.0673876037770557, -0.0021032461633285, 0.0285337499446909, -0.0600841358122654, 0.0181549556270476, 0.0334105817870238, 0.0069885428530151, -0.0137307011251831, -0.0054610939327235]",-0.004329926349316393,0.017472858904956853,-0.0469261639203267,-0.15856972376438572,0.16837961268085333,-0.24743058097872006,-0.8250193326146281
55,2011-08,"[0.003251230440426, 0.01431313535073, -0.0172399811503528, -0.0071997225655667, 0.0046761670533514, -0.0266421868136979, -0.0060580436594973, -0.0082241575900703, 0.0116249468182363, -0.0128634499451554]","[-0.0294693687756672, -0.0012584666626494, -0.0170471405665267, 0.0512163024710609, 0.0018762214013187, -0.0094263276251946, -0.0602184055881143, 0.0284122834177518, -0.0039976663460299, -0.0425925306131468]","[0.017687618381935, -0.0394267807097702, -0.0533237323459878, 0.0435673719250358, -0.0060687513420522, -0.0127145112430134, -0.0184300844014336, 0.0029278084307844, 0.0385175825309732, 0.016120360123504]","[-0.0673876037770557, -0.0021032461633285, 0.0285337499446909, -0.0600841358122654, 0.0181549556270476, 0.0334105817870238, 0.0069885428530151, -0.0137307011251831, -0.0054610939327235, -0.0017956116762498]",-0.005463609660052858,-0.004847256574679694,-0.027209467419386527,-0.1507834396805731,0.12330758521855023,-0.3150386221721746,-1.0698125504474127
56,2011-09,"[0.01431313535073, -0.0172399811503528, -0.0071997225655667, 0.0046761670533514, -0.0266421868136979, -0.0060580436594973, -0.0082241575900703, 0.0116249468182363, -0.0128634499451554, -0.0091379117661509]","[-0.0012584666626494, -0.0170471405665267, 0.0512163024710609, 0.0018762214013187, -0.0094263276251946, -0.0602184055881143, 0.0284122834177518, -0.0039976663460299, -0.0425925306131468, -0.0880814772049923]","[-0.0394267807097702, -0.0533237323459878, 0.0435673719250358, -0.0060687513420522, -0.0127145112430134, -0.0184300844014336, 0.0029278084307844, 0.0385175825309732, 0.016120360123504, -0.0424413908031895]","[-0.0021032461633285, 0.0285337499446909, -0.0600841358122654, 0.0181549556270476, 0.0334105817870238, 0.0069885428530151, -0.0137307011251831, -0.0054610939327235, -0.0017956116762498, 0.0060292754813939]",-0.00546171915523227,0.013466391436192354,-0.01668123542803622,-0.14308337885340794,0.08489439112194919,-0.3726584133170763,-1.0651103532111728
57,2011-10,"[-0.0172399811503528, -0.0071997225655667, 0.0046761670533514, -0.0266421868136979, -0.0060580436594973, -0.0082241575900703, 0.0116249468182363, -0.0128634499451554, -0.0091379117661509, 0.0019173826801124]","[-0.0170471405665267, 0.0512163024710609, 0.0018762214013187, -0.0094263276251946, -0.0602184055881143, 0.0284122834177518, -0.0039976663460299, -0.0425925306131468, -0.0880814772049923, 0.0457046027265739]","[-0.0533237323459878, 0.0435673719250358, -0.0060687513420522, -0.0127145112430134, -0.0184300844014336, 0.0029278084307844, 0.0385175825309732, 0.016120360123504, -0.0424413908031895, 0.0043456277727204]","[0.0285337499446909, -0.0600841358122654, 0.0181549556270476, 0.0334105817870238, 0.0069885428530151, -0.0137307011251831, -0.0054610939327235, -0.0017956116762498, 0.0060292754813939, -0.0024471570775896]",-0.006527712724787259,-0.010922771095325703,0.18333400438857655,0.014937884506621632,0.22096592405154813,-0.16855111392267785,-1.685991689105573
58,2011-11,"[-0.0071997225655667, 0.0046761670533514, -0.0266421868136979, -0.0060580436594973, -0.0082241575900703, 0.0116249468182363, -0.0128634499451554, -0.0091379117661509, 0.0019173826801124, -0.0070911063739152]","[0.0512163024710609, 0.0018762214013187, -0.0094263276251946, -0.0602184055881143, 0.0284122834177518, -0.0039976663460299, -0.0425925306131468, -0.0880814772049923, 0.0457046027265739, -0.050288234149147]","[0.0435673719250358, -0.0060687513420522, -0.0127145112430134, -0.0184300844014336, 0.0029278084307844, 0.0385175825309732, 0.016120360123504, -0.0424413908031895, 0.0043456277727204, 0.0029870547054678]","[-0.0600841358122654, 0.0181549556270476, 0.0334105817870238, 0.0069885428530151, -0.0137307011251831, -0.0054610939327235, -0.0017956116762498, 0.0060292754813939, -0.0024471570775896, -0.0281809061076592]",-0.006251264194090828,0.0007264761079645611,0.1587584833664111,0.020521413352244222,0.1318659385807761,-0.30220109212883584,-1.488598654262963
59,2011-12,"[0.0046761670533514, -0.0266421868136979, -0.0060580436594973, -0.0082241575900703, 0.0116249468182363, -0.0128634499451554, -0.0091379117661509, 0.0019173826801124, -0.0070911063739152, -0.0136039068316305]","[0.0018762214013187, -0.0094263276251946, -0.0602184055881143, 0.0284122834177518, -0.0039976663460299, -0.0425925306131468, -0.0880814772049923, 0.0457046027265739, -0.050288234149147, -0.0638587996997036]","[-0.0060687513420522, -0.0127145112430134, -0.0184300844014336, 0.0029278084307844, 0.0385175825309732, 0.016120360123504, -0.0424413908031895, 0.0043456277727204, 0.0029870547054678, -0.0811000868578834]","[0.0181549556270476, 0.0334105817870238, 0.0069885428530151, -0.0137307011251831, -0.0054610939327235, -0.0017956116762498, 0.0060292754813939, -0.0024471570775896, -0.0281809061076592, 0.0393512625133016]",-0.004133657044117667,0.044810775535155146,0.06707685229536708,-0.12941088528653977,0.26267763751167117,-0.10598354373249319,-0.9793625708796522
60,2012-01,"[-0.0266421868136979, -0.0060580436594973, -0.0082241575900703, 0.0116249468182363, -0.0128634499451554, -0.0091379117661509, 0.0019173826801124, -0.0070911063739152, -0.0136039068316305, -0.0226776416153399]","[-0.0094263276251946, -0.0602184055881143, 0.0284122834177518, -0.0039976663460299, -0.0425925306131468, -0.0880814772049923, 0.0457046027265739, -0.050288234149147, -0.0638587996997036, 0.0324914727599411]","[-0.0127145112430134, -0.0184300844014336, 0.0029278084307844, 0.0385175825309732, 0.016120360123504, -0.0424413908031895, 0.0043456277727204, 0.0029870547054678, -0.0811000868578834, -0.0418282032056679]","[0.0334105817870238, 0.0069885428530151, -0.0137307011251831, -0.0054610939327235, -0.0017956116762498, 0.0060292754813939, -0.0024471570775896, -0.0281809061076592, 0.0393512625133016, 0.0309394047527593]",-0.006983918726252045,-0.010162329519208743,0.07734495610372491,-0.22871251321273206,0.4135342736161476,0.12030141042422138,-1.8618306469623616
61,2012-02,"[-0.0060580436594973, -0.0082241575900703, 0.0116249468182363, -0.0128634499451554, -0.0091379117661509, 0.0019173826801124, -0.0070911063739152, -0.0136039068316305, -0.0226776416153399, 0.0080720575335408]","[-0.0602184055881143, 0.0284122834177518, -0.0039976663460299, -0.0425925306131468, -0.0880814772049923, 0.0457046027265739, -0.050288234149147, -0.0638587996997036, 0.0324914727599411, 0.0757163352504779]","[-0.0184300844014336, 0.0029278084307844, 0.0385175825309732, 0.016120360123504, -0.0424413908031895, 0.0043456277727204, 0.0029870547054678, -0.0811000868578834, -0.0418282032056679, 0.0539296761091385]","[0.0069885428530151, -0.0137307011251831, -0.0054610939327235, -0.0017956116762498, 0.0060292754813939, -0.0024471570775896, -0.0281809061076592, 0.0393512625133016, 0.0309394047527593, -0.0430203093537672]",-0.00468961172729119,-0.012747773190522102,0.19747067630889265,-0.006089902220169835,0.5571159380118971,0.3356739070178456,-1.6155536611211054
62,2012-03,"[-0.0082241575900703, 0.0116249468182363, -0.0128634499451554, -0.0091379117661509, 0.0019173826801124, -0.0070911063739152, -0.0136039068316305, -0.0226776416153399, 0.0080720575335408, -0.0214637312822677]","[0.0284122834177518, -0.0039976663460299, -0.0425925306131468, -0.0880814772049923, 0.0457046027265739, -0.050288234149147, -0.0638587996997036, 0.0324914727599411, 0.0757163352504779, -0.0657661248740671]","[0.0029278084307844, 0.0385175825309732, 0.016120360123504, -0.0424413908031895, 0.0043456277727204, 0.0029870547054678, -0.0811000868578834, -0.0418282032056679, 0.0539296761091385, -0.003737423878868]","[-0.0137307011251831, -0.0054610939327235, -0.0017956116762498, 0.0060292754813939, -0.0024471570775896, -0.0281809061076592, 0.0393512625133016, 0.0309394047527593, -0.0430203093537672, 0.0224408277022655]",-0.006491405621452453,0.030371297961184304,0.07472291978609391,-0.18413536611665055,0.5255124137007112,0.28826862055106683,-2.02795700024863
63,2012-04,"[0.0116249468182363, -0.0128634499451554, -0.0091379117661509, 0.0019173826801124, -0.0070911063739152, -0.0136039068316305, -0.0226776416153399, 0.0080720575335408, -0.0214637312822677, -0.0085991116943999]","[-0.0039976663460299, -0.0425925306131468, -0.0880814772049923, 0.0457046027265739, -0.050288234149147, -0.0638587996997036, 0.0324914727599411, 0.0757163352504779, -0.0657661248740671, 0.0596546964932901]","[0.0385175825309732, 0.016120360123504, -0.0424413908031895, 0.0043456277727204, 0.0029870547054678, -0.0811000868578834, -0.0418282032056679, 0.0539296761091385, -0.003737423878868, 0.0108118380283855]","[-0.0054610939327235, -0.0017956116762498, 0.0060292754813939, -0.0024471570775896, -0.0281809061076592, 0.0393512625133016, 0.0309394047527593, -0.0430203093537672, 0.0224408277022655, -0.0010649848787565]",-0.006506354972020796,0.026421643179379242,0.053621248806006216,-0.227304149053531,0.5330320341456322,0.2995480512184483,-2.101646656470012
64,2012-05,"[-0.0128634499451554, -0.0091379117661509, 0.0019173826801124, -0.0070911063739152, -0.0136039068316305, -0.0226776416153399, 0.0080720575335408, -0.0214637312822677, -0.0085991116943999, 0.0006698295313521]","[-0.0425925306131468, -0.0880814772049923, 0.0457046027265739, -0.050288234149147, -0.0638587996997036, 0.0324914727599411, 0.0757163352504779, -0.0657661248740671, 0.0596546964932901, 0.0061891544677522]","[0.016120360123504, -0.0424413908031895, 0.0043456277727204, 0.0029870547054678, -0.0811000868578834, -0.0418282032056679, 0.0539296761091385, -0.003737423878868, 0.0108118380283855, 0.0152684484328002]","[-0.0017956116762498, 0.0060292754813939, -0.0024471570775896, -0.0281809061076592, 0.0393512625133016, 0.0309394047527593, -0.0430203093537672, 0.0224408277022655, -0.0010649848787565, -0.012412576666212]",-0.008345923284860945,0.055873216211615465,-0.11857964441956956,-0.40932047422769346,0.730002933835338,0.595004400753007,-4.033651405690489
65,2012-06,"[-0.0091379117661509, 0.0019173826801124, -0.0070911063739152, -0.0136039068316305, -0.0226776416153399, 0.0080720575335408, -0.0214637312822677, -0.0085991116943999, 0.0006698295313521, -0.0160160042532191]","[-0.0880814772049923, 0.0457046027265739, -0.050288234149147, -0.0638587996997036, 0.0324914727599411, 0.0757163352504779, -0.0657661248740671, 0.0596546964932901, 0.0061891544677522, -0.0434141683171774]","[-0.0424413908031895, 0.0043456277727204, 0.0029870547054678, -0.0811000868578834, -0.0418282032056679, 0.0539296761091385, -0.003737423878868, 0.0108118380283855, 0.0152684484328002, -0.0265131507315314]","[0.0060292754813939, -0.0024471570775896, -0.0281809061076592, 0.0393512625133016, 0.0309394047527593, -0.0430203093537672, 0.0224408277022655, -0.0010649848787565, -0.012412576666212, 0.0320156021690937]",-0.007683190966801006,0.04517217113847695,-0.07870668616509045,-0.35464161389938353,0.7286414138305359,0.5929621207458039,-3.560733426091417
66,2012-07,"[0.0019173826801124, -0.0070911063739152, -0.0136039068316305, -0.0226776416153399, 0.0080720575335408, -0.0214637312822677, -0.0085991116943999, 0.0006698295313521, -0.0160160042532191, -0.0142910906282347]","[0.0457046027265739, -0.050288234149147, -0.0638587996997036, 0.0324914727599411, 0.0757163352504779, -0.0657661248740671, 0.0596546964932901, 0.0061891544677522, -0.0434141683171774, -0.0523444174130905]","[0.0043456277727204, 0.0029870547054678, -0.0811000868578834, -0.0418282032056679, 0.0539296761091385, -0.003737423878868, 0.0108118380283855, 0.0152684484328002, -0.0265131507315314, -0.0301846992317068]","[-0.0024471570775896, -0.0281809061076592, 0.0393512625133016, 0.0309394047527593, -0.0430203093537672, 0.0224408277022655, -0.0010649848787565, -0.012412576666212, 0.0320156021690937, 0.0365615454865105]",-0.007291047502655111,0.04034767000717363,-0.03540779629668253,-0.28735372454875163,0.7087389554798931,0.5631084332198396,-3.2636137713695885
