,month,bm,cash,cashdebt,rd_sale
87,2014-04,-0.02415619096385542,-0.01202974837923121,0.004278490361445783,
88,2014-05,-0.004547719512195124,0.03636458170731708,0.02063685487804878,
89,2014-06,-0.014363828048780487,0.05028141219512196,0.041935821951219525,
90,2014-07,0.11435509397590363,0.03323597108433734,0.023634028915662658,
91,2014-08,-0.007524756626506023,0.054488949397590365,0.03806973734939759,
92,2014-09,0.07888909146341463,0.10791977317073173,0.07727287926829268,
93,2014-10,0.0524575024691358,-0.0019722308641975314,0.007284425925925927,
94,2014-11,0.09745719634146341,0.07879888292682927,0.024079706097560973,
95,2014-12,0.15809454216867472,-0.05241637108433735,-0.07236126746987952,
96,2015-01,-0.055667924390243914,0.12905413414634145,0.11103975243902439,
97,2015-02,0.0035086262500000007,0.10157863625,0.0961633025,
98,2015-03,0.1141497117039587,0.2170601089213999,0.18749802482788297,
99,2015-04,0.11842577407407405,0.1425633925925926,0.1184454160493827,
100,2015-05,-0.07299160253164556,0.2976253101265823,0.2600883721518988,
101,2015-06,0.014446676923076926,-0.1373933282051282,-0.1196660282051282,
102,2015-07,-0.18588603888888888,-0.13901925277777777,-0.09208924861111112,
103,2015-08,-0.1159770817016317,-0.15052196053946054,-0.1339065731268731,
104,2015-09,-0.0794011493670886,0.014203922784810126,-0.004047308860759493,
105,2015-10,0.0678448487179487,0.20877164615384622,0.1786108666666667,
106,2015-11,-0.03450406705882353,0.11735358705882352,0.11580002823529412,
107,2015-12,0.03653136666666666,0.033977535555555556,0.03403271666666667,
108,2016-01,-0.19916016,-0.24809869444444446,-0.2302880988888889,
109,2016-02,0.0006150670454545468,-0.04954508977272727,-0.039442917045454544,
110,2016-03,0.07046174505494507,0.18656655824175825,0.16473835604395606,
111,2016-04,-0.012471434090909091,-0.02327973409090909,-0.01511766931818182,
112,2016-05,-0.04503868202247192,0.013621116853932583,0.027836735955056185,
113,2016-06,-0.020118333333333335,0.06694387666666667,0.06851154444444443,
114,2016-07,0.03993481692546584,-0.02785781505016723,-0.001463183062589586,
115,2016-08,0.04750538723404255,0.03353452446808511,0.01781525744680851,
116,2016-09,-0.007431837725920844,-0.01245319966826813,-0.018976175554792953,
117,2016-10,0.0150532935483871,0.02359984838709677,0.03134143440860215,
118,2016-11,0.04238726105263159,0.029739325263157902,0.03317571789473685,
119,2016-12,-0.035794123958333326,-0.063192328125,-0.06753681354166666,
120,2017-01,0.019556283333333334,-0.034768943749999996,-0.025731111458333334,
121,2017-02,0.03493327604166667,0.033176221875,0.03361812708333333,
122,2017-03,-0.02235680517419089,-0.003401603514739229,0.0076803733457019175,
123,2017-04,-0.02955170833333333,-0.04381468020833334,-0.00861555520833333,
124,2017-05,-0.049056501030927825,-0.04621826391752577,-0.02481208144329897,
125,2017-06,0.0254904253968254,0.041757527118119975,0.04822714079571222,
126,2017-07,0.05799806020408163,-0.029806224489795915,-0.006203506122448979,
127,2017-08,-0.0036855740000000005,0.033131489000000014,0.031146484999999998,
128,2017-09,-0.030446622,0.023150484,0.022329724,
129,2017-10,-0.026181217272727278,-0.0077547092929292905,0.02892744696969697,
130,2017-11,-0.04663493861386139,-0.045213081188118814,-0.03922789702970297,
131,2017-12,-0.017676976999999996,0.006220995,0.0037139900000000003,
132,2018-01,0.030293496039603966,-0.011178233663366339,-0.0023773148514851456,
133,2018-02,-0.0762701452631579,-0.02084108736842106,-0.011508222105263156,
134,2018-03,-0.04216452700000001,0.06701093600000001,0.039141076,
135,2018-04,-0.051981740404040404,-0.026913156565656567,0.004758338383838384,
136,2018-05,-0.04529684158415842,0.007962659405940594,0.0694541297029703,
137,2018-06,-0.086849905,-0.078639601,-0.059658644000000004,
138,2018-07,0.020033850000000002,-0.006275430769230768,-0.011589813461538465,
139,2018-08,-0.06218816571428572,-0.05245416857142858,-0.057439052380952385,
140,2018-09,0.011831059047619047,0.0021920533333333347,-0.001233925714285713,
141,2018-10,-0.06982448663971248,-0.08324138321653189,-0.08600033119496857,
142,2018-11,0.0067296307026652805,0.03516014524922118,0.0393258365610938,
143,2018-12,-0.05359005963302753,-0.020371829357798167,-0.023832457798165136,
144,2019-01,-0.0009090440366972471,0.013328534862385319,0.0313768623853211,
145,2019-02,0.14309977713217803,0.1674140825348284,0.11776555874957527,
146,2019-03,0.02882227064220185,0.1176343376146789,0.0986605981651376,
147,2019-04,-0.028281922935779816,-0.023301622935779812,0.00038460642201834996,
148,2019-05,-0.08682313027522937,-0.04380133394495413,-0.026550939449541282,
149,2019-06,0.000501021100917428,0.026664412844036693,0.023880346788990824,
150,2019-07,-0.036577979816513756,-0.009043460550458716,0.014982197247706422,
151,2019-08,-0.0668053752293578,0.021430633027522936,0.0200942,
152,2019-09,-0.011333597414512096,0.023636660592160137,0.03295339470391993,
153,2019-10,-0.007088063302752297,-0.0018673587155963306,0.01999672110091743,
154,2019-11,-0.020752509633027518,-0.009254846330275231,-0.014072154712260216,
155,2019-12,0.04506164537114262,0.06968081847372812,0.0710162158465388,
156,2020-01,-0.06478696221851543,0.033280914804003345,0.035067685195996665,
157,2020-02,-0.06679461909090909,0.0064838690909090925,0.01605489181818182,
158,2020-03,-0.024615825454545454,-0.03353617,-0.01403209727272727,
159,2020-04,-0.02068215727272727,0.04286817090909091,0.07184428818181818,
160,2020-05,-0.02967203548790659,0.0326913918265221,0.05402209616346956,
161,2020-06,-0.00979627363636364,0.08765306545454545,0.11502757363636364,
162,2020-07,0.06582140727272727,0.11428704272727273,0.1243042509090909,
163,2020-08,0.014455197297297299,0.021157423423423426,0.012954779279279282,
164,2020-09,-0.04789361272727272,-0.07318890545454547,-0.07500192545454545,
165,2020-10,-0.02785831,0.0033334518181818195,0.02190967090909091,
166,2020-11,0.06946977027027025,0.006733005405405404,-0.024914532432432433,
167,2020-12,-0.054006707207207204,-0.017494369369369364,0.013132045945945954,
168,2021-01,-0.0792258945945946,-0.0363382081081081,0.00034214144144144656,
169,2021-02,0.050981787387387394,0.004243667567567571,0.007653210810810822,
170,2021-03,0.035614080357142856,-0.007416283928571431,0.0006393455357142832,
171,2021-04,-0.04760194910714286,0.02731266339285714,0.07534592767857141,
172,2021-05,0.018039691964285714,0.05295786964285714,0.04926309999999999,
173,2021-06,-0.04483958053097345,0.019736862831858406,0.02688366194690265,
174,2021-07,-0.07719305840707964,-0.05873728938053098,0.006474772566371679,
175,2021-08,0.051102049557522115,0.012520512389380529,0.027265241592920347,
176,2021-09,0.03358011946902655,-0.00847967522123894,-0.012411199115044246,
177,2021-10,-0.06583592654867257,-0.0211402814159292,-0.01308255309734513,
178,2021-11,-0.03198488382238783,0.07730133142369197,0.060226484365781714,
179,2021-12,0.05767511495041951,0.027223056445461483,0.021350297787948135,
